observation_id,selection,overlap_family,parent_id,reason,evidence,duplicate_of,analysis_target,alignment_status,threshold_route,metric_usability,reverse_exposure_supported,cohort_period_key,setting_handling,overlap_status,source_locator,historical_study_id,historical_role
623:burden:overall:injuryLocation_knee_burden,hold,S3881,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md; historical-ledger lookup found no exact current study-ID link; alignment-decisions.csv metric/threshold hold,,burden|overall|injuryLocation_knee|hold,hold,hold,none,false,S3881|623|Total|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,existing_source_family_policy_applies,injury-analysis-master.csv observation_id=623:burden:overall:injuryLocation_knee_burden; sourceDataRow=623,S3881,policy_link_unresolved
623:burden:overall:injuryLocation_lower_leg_burden,hold,S3881,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md; historical-ledger lookup found no exact current study-ID link; alignment-decisions.csv metric/threshold hold,,burden|overall|injuryLocation_lower_leg|hold,hold,hold,none,false,S3881|623|Total|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,existing_source_family_policy_applies,injury-analysis-master.csv observation_id=623:burden:overall:injuryLocation_lower_leg_burden; sourceDataRow=623,S3881,policy_link_unresolved
623:burden:overall:injuryLocation_neck_burden,hold,S3881,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md; historical-ledger lookup found no exact current study-ID link; alignment-decisions.csv metric/threshold hold,,burden|overall|injuryLocation_neck|hold,hold,hold,none,false,S3881|623|Total|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,existing_source_family_policy_applies,injury-analysis-master.csv observation_id=623:burden:overall:injuryLocation_neck_burden; sourceDataRow=623,S3881,policy_link_unresolved
623:burden:overall:injuryLocation_thigh_burden,hold,S3881,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md; historical-ledger lookup found no exact current study-ID link; alignment-decisions.csv metric/threshold hold,,burden|overall|injuryLocation_thigh|hold,hold,hold,none,false,S3881|623|Total|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,existing_source_family_policy_applies,injury-analysis-master.csv observation_id=623:burden:overall:injuryLocation_thigh_burden; sourceDataRow=623,S3881,policy_link_unresolved
623:burden:overall:injuryTissueType_bone_burden,hold,S3881,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md; historical-ledger lookup found no exact current study-ID link; alignment-decisions.csv metric/threshold hold,,burden|overall|injuryTissueType_bone|hold,hold,hold,none,false,S3881|623|Total|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,existing_source_family_policy_applies,injury-analysis-master.csv observation_id=623:burden:overall:injuryTissueType_bone_burden; sourceDataRow=623,S3881,policy_link_unresolved
623:burden:overall:injuryTissueType_brain_spinal_burden,hold,S3881,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md; historical-ledger lookup found no exact current study-ID link; alignment-decisions.csv metric/threshold hold,,burden|overall|injuryTissueType_brain_spinal|hold,hold,hold,none,false,S3881|623|Total|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,existing_source_family_policy_applies,injury-analysis-master.csv observation_id=623:burden:overall:injuryTissueType_brain_spinal_burden; sourceDataRow=623,S3881,policy_link_unresolved
623:burden:overall:injuryTissueType_cartilage_injury_burden,hold,S3881,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md; historical-ledger lookup found no exact current study-ID link; alignment-decisions.csv metric/threshold hold,,burden|overall|injuryTissueType_cartilage_injury|hold,hold,hold,none,false,S3881|623|Total|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,existing_source_family_policy_applies,injury-analysis-master.csv observation_id=623:burden:overall:injuryTissueType_cartilage_injury_burden; sourceDataRow=623,S3881,policy_link_unresolved
623:burden:overall:injuryTissueType_cartilage_synovium_bursa_burden,hold,S3881,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md; historical-ledger lookup found no exact current study-ID link; alignment-decisions.csv metric/threshold hold,,burden|overall|injuryTissueType_cartilage_synovium_bursa|hold,hold,hold,none,false,S3881|623|Total|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,existing_source_family_policy_applies,injury-analysis-master.csv observation_id=623:burden:overall:injuryTissueType_cartilage_synovium_bursa_burden; sourceDataRow=623,S3881,policy_link_unresolved
623:burden:overall:injuryTissueType_concussion_burden,hold,S3881,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md; historical-ledger lookup found no exact current study-ID link; alignment-decisions.csv metric/threshold hold,,burden|overall|injuryTissueType_concussion|hold,hold,hold,none,false,S3881|623|Total|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,existing_source_family_policy_applies,injury-analysis-master.csv observation_id=623:burden:overall:injuryTissueType_concussion_burden; sourceDataRow=623,S3881,policy_link_unresolved
623:burden:overall:injuryTissueType_joint_sprain_burden,hold,S3881,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md; historical-ledger lookup found no exact current study-ID link; alignment-decisions.csv metric/threshold hold,,burden|overall|injuryTissueType_joint_sprain|hold,hold,hold,none,false,S3881|623|Total|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,existing_source_family_policy_applies,injury-analysis-master.csv observation_id=623:burden:overall:injuryTissueType_joint_sprain_burden; sourceDataRow=623,S3881,policy_link_unresolved
623:burden:overall:injuryTissueType_ligament_joint_capsule_burden,hold,S3881,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md; historical-ledger lookup found no exact current study-ID link; alignment-decisions.csv metric/threshold hold,,burden|overall|injuryTissueType_ligament_joint_capsule|hold,hold,hold,none,false,S3881|623|Total|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,existing_source_family_policy_applies,injury-analysis-master.csv observation_id=623:burden:overall:injuryTissueType_ligament_joint_capsule_burden; sourceDataRow=623,S3881,policy_link_unresolved
623:burden:overall:injuryTissueType_muscle_contusion_burden,hold,S3881,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md; historical-ledger lookup found no exact current study-ID link; alignment-decisions.csv metric/threshold hold,,burden|overall|injuryTissueType_muscle_contusion|hold,hold,hold,none,false,S3881|623|Total|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,existing_source_family_policy_applies,injury-analysis-master.csv observation_id=623:burden:overall:injuryTissueType_muscle_contusion_burden; sourceDataRow=623,S3881,policy_link_unresolved
623:burden:overall:injuryTissueType_muscle_injury_burden,hold,S3881,,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv notes; ../fifa-gbi-data-extraction/docs/source-family-overlap-methodology-2026-07-27.md; historical-ledger lookup found no exact current study-ID link; alignment-decisions.csv metric/threshold hold,,burden|overall|injuryTissueType_muscle_injury|hold,hold,hold,none,false,S3881|623|Total|1,separate_target_overall_combined_do_not_pool_with_match_or_training_components_same_likelihood,existing_source_family_policy_applies,injury-analysis-master.csv observation_id=623:burden:overall:injuryTissueType_muscle_injury_burden; sourceDataRow=623,S3881,policy_link_unresolved
